CUSIP,Ddate,RR,Year,IndX,csp_CIQ,CompanyName,FirmDefault,IndZ,IndY,Type,Seniority,IndustryNaics,Industry_SIC_short_old,UniqueIdent,DefType,EquityValue,DefaultBarrier2,LTDIssuance2,Intangibility,Receivables1,NetIncomeMargin,TotalAssets,NumberEmployees,AvgDailyVOL,AvgTransVol,TRADES,amihud_ILLIQ,amihud_ILLIQ_trades,price_dispersion,price_dispersion_volumeweighted,OfferingAmount,DaysToMaturity,BondAge,BOND_COUPON
390568AA1,18.03.09,24.60435129,2009,1510,CSP_390568AA1,LANXESS Aktiengesellschaft,39890LANXESS Aktiengesellschaft,15101050,Materials,Corporate Debentures,Senior Unsecured,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing (3252)", CHEMS,390568AA139890,C11Liquidation,907.5,0.124812656,0.976325973,0.14937552,0,0.050134065,1801.5,3700,471182173.6,679142.8619,6.15,1.007792755,0.466057021,0.010038237,0.005334713,400000,119,3536,7
977385AK9,18.03.09,21.80871238,2009,1510,CSP_977385AK9,LANXESS Aktiengesellschaft,39890LANXESS Aktiengesellschaft,15101050,Materials,Corporate Debentures,Senior Secured,0, CHEMS,977385AK939890,C11Liquidation,644.28,0.163377439,0.924299541,0.284522199,0,0.028317154,2297.652,5970,432652896.4,541604.981,5.2,0.007206135,0.023969166,0.013395676,0.012045919,150000,6164,4788,6.875
552848AB9,19.03.09,19.83985455,2009,4010,CSP_552848AB9,MGIC Investment Corporation,39891MGIC Investment Corporation,40102010,Financials,Corporate Convertible,Junior Subordinate,Direct Property and Casualty Insurance Carriers (524126), INSUR,552848AB939891,RiskRating1,139.94568,0.064007054,0.794007896,0.001220982,0,-0.212005015,9146.734,1160,78498306.82,244632.3875,1.05,0.000245971,0.071402918,0.001727496,0.001637395,325000,19736,359,9
140661AB5,23.03.09,19.9122801,2009,2550,CSP_140661AB5,Bluestem Group Inc.,39895Bluestem Group Inc.,25502020,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Electronic Shopping and Mail-Order Houses (454110), RTAIL,140661AB539895,C11Reorg,1332.434,0.390857258,0.608442143,0.051995828,0,-6.519808565,20638.175,1900,340604529.8,542074.0019,4.7,0.009940122,0.572771948,0.007553792,0.006851515,500000,2970,362,8.3
140661AD1,23.03.09,30.84990994,2009,2550,CSP_140661AD1,Bluestem Group Inc.,39895Bluestem Group Inc.,25502020,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Electronic Shopping and Mail-Order Houses (454110), RTAIL,140661AD139895,C11Reorg,1332.434,0.390857258,0.608442143,0.051995828,0,-6.519808565,20638.175,1900,486931666.7,682449.2785,5.35,0.000159008,0.004046724,0.003205066,0.003086298,830000,413,362,1.11438
140661AF6,23.03.09,19.89312059,2009,2550,CSP_140661AF6,Bluestem Group Inc.,39895Bluestem Group Inc.,25502020,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Electronic Shopping and Mail-Order Houses (454110), RTAIL,140661AF639895,C11Reorg,1332.434,0.390857258,0.608442143,0.051995828,0,-6.519808565,20638.175,1900,589310930.2,449709.5467,9.25,0.029641855,0.535869699,0.013555866,0.007757374,1200000,1144,362,7.875
65543AAB0,26.03.09,30.42857143,2009,1510,CSP_65543AAB0,Noranda Aluminum Holding Corporation,39898Noranda Aluminum Holding Corporation,15104010,Materials,Corporate PIK Bond,Senior Unsecured,Alumina and Aluminum Production and Processing (33131), STEEL,65543AAB039898,Distressed_exchange1,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,71524285.71,127662.5,0.6,0.000347599,0.027631298,0.002023567,0.001871432,510000,2241,317,4.524
92839UAD9,26.03.09,5.458333333,2009,2510,CSP_92839UAD9,Visteon Corporation,39898Visteon Corporation,25101010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Other Motor Vehicle Parts Manufacturing (336390), AUTOS,92839UAD939898,C11Reorg,-623,0.520102896,0.023533671,0,0.072830928,-0.07135373,5248,33500,78178333.33,45596.875,0.4,0.000189456,0.005944449,0.005252007,0.004455972,206390,2837,283,12.25
12501BAT1,27.03.09,2.375,2009,5010,CSP_12501BAT1,"Charter Communications, Inc.","39899Charter Communications, Inc.",50101010,Communication Services,Corporate Debentures,Senior Unsecured,0, TELCM,12501BAT139899,C11Reorg,0,#DIV/0!,#DIV/0!,#DIV/0!,0.072830928,#DIV/0!,0,0,16874375,4218.59375,0.1,0.006845564,0,0.029239766,0.019434513,216719,2120,1138,12.125
12502CAM3,27.03.09,89.9609375,2009,5020,CSP_12502CAM3,"Charter Communications, Inc.","39899Charter Communications, Inc.",50201030,Communication Services,Corporate Debentures,Senior Unsecured,Wired Telecommunications Carriers (517311), TELCM,12502CAM339899,C11Reorg,-2617,0.535382156,0.995227707,0.654533566,#DIV/0!,-0.265936101,13764,0,281340031.3,787100.5417,0.5,6.13388E-06,0.003397178,0.000206239,0.000202627,450000,537,1036,10.25
16117MAD9,27.03.09,0.0075,2009,5020,CSP_16117MAD9,"Charter Communications, Inc.","39899Charter Communications, Inc.",50201030,Communication Services,Corporate Convertible,Senior Unsecured,Cable and Other Subscription Programming (515210), TELCM,16117MAD939899,C11Reorg,-10506,0.788647169,0.992870613,0.648969889,0,-0.37829912,13882,16600,63937,26.44,0.15,0,161.5117457,0,0,750000,234,1591,5.875
16117MAE7,27.03.09,0.530535714,2009,5020,CSP_16117MAE7,"Charter Communications, Inc.","39899Charter Communications, Inc.",50201030,Communication Services,Corporate Convertible,Senior Unsecured,Cable and Other Subscription Programming (515210), TELCM,16117MAE739899,C11Reorg,-10506,0.788647169,0.992870613,0.648969889,0,-0.37829912,13882,16600,239875,99.39285714,0.7,0.0004109,161.5117457,0.004671062,0.003459749,862500,234,1347,5.875
16117PAF7,27.03.09,1.666666667,2009,5010,CSP_16117PAF7,"Charter Communications, Inc.","39899Charter Communications, Inc.",50101010,Communication Services,Corporate Debentures,Senior Unsecured,Wired Telecommunications Carriers (517311), TELCM,16117PAF739899,C11Reorg,-7028,0.675,1,0.638514443,0,-0.189270243,14540,0,6784666.667,7869.5,0.2,0.000194363,0.863195982,0.001451379,0.001438241,1475000,735,3495,9.92
16117PAW0,27.03.09,1.041666667,2009,5010,CSP_16117PAW0,"Charter Communications, Inc.","39899Charter Communications, Inc.",50101010,Communication Services,Corporate Debentures,Senior Unsecured,Wired Telecommunications Carriers (517311), TELCM,16117PAW039899,C11Reorg,-7028,0.675,1,0.638514443,#DIV/0!,-0.189270243,14540,0,7301916.667,5509.1875,0.25,0.001082578,119.2434503,0.010651305,0.010587201,675000,659,2968,13.5
16117PAZ3,27.03.09,1.625,2009,5010,CSP_16117PAZ3,"Charter Communications, Inc.","39899Charter Communications, Inc.",50101010,Communication Services,Corporate Debentures,Senior Unsecured,Wired Telecommunications Carriers (517311), TELCM,16117PAZ339899,C11Reorg,-7028,0.675,1,0.638514443,#DIV/0!,-0.189270243,14540,0,3906500,976.625,0.1,0.24085423,0.792330243,0.005205321,0.005205109,350000,233,2795,9.625
29276KAC5,27.03.09,47.71431953,2009,1010,CSP_29276KAC5,MLCJR LLC,39899MLCJR LLC,10102020,Energy,Corporate Debentures,Senior Unsecured,Oil and Gas Extraction (2111), OIL,29276KAC539899,C11Reorg,211.64,0.256361374,0.992546998,0,0.130005319,-0.627862687,1869.997,0,508785104.2,637920.533,2.6,0.000276868,0.004906604,0.002320728,0.002192726,750000,1541,564,10
852591AA4,27.03.09,17.88392857,2009,1010,CSP_852591AA4,"Stallion Oilfield Holdings, Inc.","39899Stallion Oilfield Holdings, Inc.",10101020,Energy,Corporate Debentures,Senior Unsecured,Drilling Oil and Gas Wells (213111), OIL,852591AA439899,C11Reorg,150.349,0.372510713,0.996666354,0.138383534,0.130005319,-0.017731949,975.882,0,84006250,144693.75,0.65,5.22736E-05,0.089616229,0.000314157,0.000293886,300000,2137,798,9.75
420122AB9,31.03.09,29.96041667,2009,2010,CSP_420122AB9,Textron Inc.,39903Textron Inc.,20101010,Industrials,Corporate Debentures,Senior Unsecured,Aircraft Manufacturing (336411), AERO,420122AB939903,Distressed_exchange1,435.3,0.281988651,0.949704024,0.391287653,#DIV/0!,-0.020922036,4687.6,0,157469165.2,531012.3594,1.7,0.000204982,0.039320277,0.000924215,0.00076944,400000,2192,454,8.5
420122AF0,31.03.09,13.64670139,2009,2010,CSP_420122AF0,Textron Inc.,39903Textron Inc.,20101010,Industrials,Corporate PIK Bond,Senior Unsecured,Aircraft Manufacturing (336411), AERO,420122AF039903,Distressed_exchange1,435.3,0.281988651,0.949704024,0.391287653,0.160286221,-0.020922036,4687.6,0,94806354.17,94115.40365,0.75,0.00111563,0.564542554,0.002188418,0.002119787,398000,2192,454,8.875
420122AH6,31.03.09,20.94704167,2009,2010,CSP_420122AH6,Textron Inc.,39903Textron Inc.,20101010,Industrials,Corporate Debentures,Senior Subordinate,Aircraft Manufacturing (336411), AERO,420122AH639903,Distressed_exchange1,435.3,0.281988651,0.949704024,0.391287653,0.049823657,-0.020922036,4687.6,0,180694638.9,288104.474,1.5,0.000569077,0.048707443,0.003782994,0.003731193,300000,2923,454,9.75
58446MAD3,31.03.09,0.0001,2009,5020,CSP_58446MAD3,"Hearst Communications, Inc.","39903Hearst Communications, Inc.",50201040,Communication Services,Corporate Debentures,Senior Subordinate,"Newspaper, Periodical, Book, and Directory Publishers (5111)",BOOKS,58446MAD339903,C11Reorg,697.216,0.220054914,0.979454631,0.223869682,0.03894131,0.019330145,2595.309,10500,63937,26.44,0.05,0,0,0,0,150000,1827,1835,6.375
729416AG2,31.03.09,23.14191868,2009,2010,CSP_729416AG2,"Cornerstone Building Brands, Inc.","39903Cornerstone Building Brands, Inc.",20102010,Industrials,Corporate Debentures,Senior Subordinate,Nonmetallic Mineral Product Manufacturing (327), BLDMT,729416AG239903,Distressed_exchange1,-242.628,0.612912134,1,0,0.061931922,#DIV/0!,908.928,0,43093808.84,103761.8738,3.55,0.005177265,6.376293698,0.003425298,0.003060132,225000,1051,1649,9
729416AJ6,31.03.09,51.28534689,2009,2010,CSP_729416AJ6,"Cornerstone Building Brands, Inc.","39903Cornerstone Building Brands, Inc.",20102010,Industrials,Corporate Debentures,Senior Secured,Nonmetallic Mineral Product Manufacturing (327), BLDMT,729416AJ639903,Distressed_exchange1,-242.628,0.612912134,1,0,0.061931922,#DIV/0!,908.928,0,556036594.8,1099547.351,4.65,0.001072675,0.187522833,0.013825737,0.012943451,700000,1537,188,11.75
373200AQ7,01.04.09,18.4563447,2009,1510,CSP_373200AQ7,TTWF LP,39904TTWF LP,15101010,Materials,Corporate Debentures,Senior Unsecured,Wood Window and Door Manufacturing (321911), CHEMS,373200AQ739904,DefRating1,29.66484,0.450506737,0.959227486,0.222348968,0.061931922,-0.047040659,1610.401,4463,88715710.23,256803.0599,1.2,0.000570944,0.098159135,0.002560449,0.001833231,500000,2023,684,9.5
698604AG0,02.04.09,5,2009,2010,CSP_698604AG0,"Panolam Industries International, Inc.","39905Panolam Industries International, Inc.",20102010,Industrials,Corporate Debentures,Senior Subordinate,Nonmetallic Mineral Product Manufacturing (327), BLDMT,698604AG039905,C11Reorg,-27.879,0.834241286,0,0.449645025,0.178018318,-0.357883226,412.283,1042,8425000,4212.5,0.05,0,0,0,0,151000,1643,526,10.75
747906AE5,03.04.09,67.98842593,2009,4520,CSP_747906AE5,Quantum Corporation,39906Quantum Corporation,45202030,Information Technology,Corporate Convertible,Subordinate,Computer Storage Device Manufacturing (334112), HARDW,747906AE539906,RiskRating1,168.16,0.377159978,0.987292278,0.984158189,0.012018446,-0.442863288,549.369,1870,250686083.3,261314.5375,1.65,0.01763114,0.301919444,0.00736653,0.005005203,160000,485,1863,4.375
156431AE8,06.04.09,58.74371481,2009,1510,CSP_156431AE8,Century Aluminum Company,39909Century Aluminum Company,15104010,Materials,Corporate Convertible,Senior Unsecured,Alumina and Aluminum Production and Processing (33131), STEEL,156431AE839909,RiskRating1,253.55705,0.146418959,0.631436345,0.069986214,0.076885623,-0.3936901,2035.358,0,178077788.9,324238.3583,1.1,0.000299467,0.00375895,0.002130246,0.001966355,175000,5596,1511,1.75
156431AH1,06.04.09,53.28200758,2009,1510,CSP_156431AH1,Century Aluminum Company,39909Century Aluminum Company,15104010,Materials,Corporate Debentures,Senior Unsecured,Alumina and Aluminum Production and Processing (33131), STEEL,156431AH139909,RiskRating1,253.55705,0.146418959,0.631436345,0.069986214,0.058308629,-0.3936901,2035.358,0,340385363.6,456880.6764,1.95,0.000942469,0.004031938,0.001995843,0.001835075,250000,1957,1515,7.5
413627BA7,15.04.09,48.43648727,2009,2530,CSP_413627BA7,"Caesars Entertainment, Inc.","39918Caesars Entertainment, Inc.",25301010,Consumer Discretionary,Corporate Debentures,Senior Secured,Casinos (except Casino Hotels) (713210), MEALS,413627BA739918,C11Reorg,-95.4,0.38651897,0.994937489,0.220948099,#DIV/0!,-0.43545327,21932.3,0,297016263.9,1165221.375,2.45,0.068511599,0.002713087,0.024263159,0.016382948,200000,2435,152,10
413627BC3,15.04.09,46.43364286,2009,2530,CSP_413627BC3,"Caesars Entertainment, Inc.","39918Caesars Entertainment, Inc.",25301010,Consumer Discretionary,Corporate Debentures,Senior Secured,Casinos (except Casino Hotels) (713210), MEALS,413627BC339918,C11Reorg,-95.4,0.38651897,0.994937489,0.220948099,0.043317319,-0.43545327,21932.3,0,509116706.3,793220.0312,4.75,0.655571802,0.064460796,0.026614577,0.012614749,850000,3531,152,10
74955WAE9,15.04.09,5.929375,2009,5020,CSP_74955WAE9,"Thryv Holdings, Inc.","39918Thryv Holdings, Inc.",50201040,Communication Services,Corporate Debentures,Senior Unsecured,"Newspaper, Periodical, Book, and Directory Publishers (5111)", BUSSV,74955WAE939918,C11Reorg,-493.375,0.409732365,0.98819757,1.203195533,0.043317319,-0.411350304,11880.709,3800,21838650,81002.5,0.9,9.7955E-05,13.70353458,0.000984897,0.000953254,365000,1371,1036,6.875
74955WAF6,15.04.09,5.027083333,2009,5020,CSP_74955WAF6,"Thryv Holdings, Inc.","39918Thryv Holdings, Inc.",50201040,Communication Services,Corporate Debentures,Senior Unsecured,"Newspaper, Periodical, Book, and Directory Publishers (5111)", BUSSV,74955WAF639918,C11Reorg,-493.375,0.409732365,0.98819757,1.203195533,0.100976897,-0.411350304,11880.709,3800,38510000,93157.30729,0.85,0.000151366,1.099054812,0.001365209,0.001324776,660000,1371,1036,6.875
74955WAG4,15.04.09,5.229135979,2009,5020,CSP_74955WAG4,"Thryv Holdings, Inc.","39918Thryv Holdings, Inc.",50201040,Communication Services,Corporate Debentures,Senior Unsecured,"Newspaper, Periodical, Book, and Directory Publishers (5111)", BUSSV,74955WAG439918,C11Reorg,-493.375,0.409732365,0.98819757,1.203195533,0.030000323,-0.411350304,11880.709,3800,57842515,95839.50887,4.1,0.000668786,0.832289612,0.002285359,0.001737872,1209995,2466,1036,8.875
093679AC2,17.04.09,52.07360092,2009,2550,CSP_093679AC2,DISH Network Corporation,39920DISH Network Corporation,25504040,Consumer Discretionary,Corporate Debentures,Senior Subordinate,Electronics Stores (443142), BUSSV,093679AC239920,LiquidationC7,130.13892,0.237711766,0.712888237,0.364957067,0.018507185,-0.077348284,2154.5,30154,167903554.2,395499.5332,4.4,0.014944309,0.073747642,0.00465251,0.002503458,300000,1233,1093,9
240028AF7,19.04.09,16.9,2009,1510,CSP_240028AF7,Dayton Superior Corporation,39922Dayton Superior Corporation,15102010,Materials,Corporate Debentures,Senior Subordinate,Architectural and Structural Metals Manufacturing (3323), BLDMT,240028AF739922,C11Reorg,5.64576,1.12588516,0,0.145434491,#DIV/0!,-0.025107645,300.087,1400,169000,42.25,0.1,0,1.400560224,0,0,170000,57,3174,13
099599AE2,21.04.09,22.15948555,2009,1510,CSP_099599AE2,Hexion Holdings Corp.,39924Hexion Holdings Corp.,15101010,Materials,Corporate Debentures,Senior Unsecured,Adhesive Manufacturing (325520), CHEMS,099599AE239924,DefRating1,-2179,0.672798742,0.959272727,0.130188679,0.061987331,-0.19703154,3180,6800,1704742.259,3759.852993,2.55,0.143391424,3.198700008,0.006057596,0.004495378,200000,2551,8405,8.375
099599AH5,21.04.09,23.56666667,2009,1510,CSP_099599AH5,Hexion Holdings Corp.,39924Hexion Holdings Corp.,15101010,Materials,Corporate Debentures,Senior Unsecured,Adhesive Manufacturing (325520), CHEMS,099599AH539924,DefRating1,-2179,0.672798742,0.959272727,0.130188679,#DIV/0!,-0.19703154,3180,6800,15768500,10967.83333,0.2,0.039548471,0.918852379,0.007702351,0.007699646,200000,4346,6615,9.2
099599AJ1,21.04.09,20.82898148,2009,1510,CSP_099599AJ1,Hexion Holdings Corp.,39924Hexion Holdings Corp.,15101010,Materials,Corporate Debentures,Senior Unsecured,Adhesive Manufacturing (325520), CHEMS,099599AJ139924,DefRating1,-2179,0.672798742,0.959272727,0.130188679,0.038338289,-0.19703154,3180,6800,12372002.5,27192.72155,1.8,0.068012149,0.960473858,0.007207418,0.003579079,250000,5048,5920,7.875
298726AA8,21.04.09,5.90625,2009,3020,CSP_298726AA8,NatureSweet Limited,39924NatureSweet Limited,30202010,Consumer Staples,Corporate Debentures,Senior Unsecured,0,AGRIC,298726AA839924,C11Reorg,0,#DIV/0!,#DIV/0!,#DIV/0!,0.038338289,#DIV/0!,0,0,26174562.5,13087.28125,0.2,0.000229672,0.259547623,0.003105619,0.002413826,170000,1365,1222,11.5
428303AG6,21.04.09,31.815625,2009,1510,CSP_428303AG6,Hexion Holdings Corp.,39924Hexion Holdings Corp.,15101010,Materials,Corporate Debentures,Senior Secured,0, CHEMS,428303AG639924,DefRating1,0,#DIV/0!,#DIV/0!,#DIV/0!,0.038338289,#DIV/0!,0,0,177202539.1,268071.7448,1.05,0.005410326,0.004408605,0.002004292,0.001663057,200000,2034,722,4.7901
428303AH4,21.04.09,37.62579715,2009,1510,CSP_428303AH4,Hexion Holdings Corp.,39924Hexion Holdings Corp.,15101010,Materials,Corporate Debentures,Senior Secured,0, CHEMS,428303AH439924,DefRating1,0,#DIV/0!,#DIV/0!,#DIV/0!,0.035491741,#DIV/0!,0,0,568546528.1,761306.5546,7.6,0.001552279,0.016899539,0.003356731,0.002964229,625000,2034,722,9.75
085791AG6,23.04.09,58.77678571,2009,1510,CSP_085791AG6,"Berry Global Group, Inc.","39926Berry Global Group, Inc.",15103010,Materials,Corporate Debentures,Senior Subordinate,Plastics Product Manufacturing (3261), RUBBR,085791AG639926,Distressed_exchange1,351.9,0.384835207,0.994079566,0.46656506,0.035491741,-0.022003985,4724.1,13800,630570000,1111780.833,0.7,0.003685955,0.013989765,0.005102956,0.003345971,265000,2504,710,10.25
75524DAG5,24.04.09,72,2009,2010,CSP_75524DAG5,Rexnord Corporation,39927Rexnord Corporation,20106020,Industrials,Corporate Debentures,Senior Unsecured,Ball and Roller Bearing Manufacturing (332991), MACH,75524DAG539927,Distressed_exchange1,157.4,0.336994508,0.993570031,0.691337993,0.035491741,-0.263177471,3204.8,6200,1045152000,522576,0.05,0,0,0,0,150000,2687,765,8.875
15941RAC4,27.04.09,47.19047619,2009,1010,CSP_15941RAC4,"Chaparral Energy, Inc.","39930Chaparral Energy, Inc.",10102020,Energy,Corporate Debentures,Senior Unsecured,Oil and Gas Extraction (2111), OIL,15941RAC439930,C11Reorg,204.4,0.372308849,0.995131223,0,#DIV/0!,-0.370493055,1712.836,859,170743571.4,337377.5,0.5,3.53607E-05,0.007753014,0.000177022,0.00016676,325000,2409,1013,8.5
15941RAF7,27.04.09,48.29208333,2009,1010,CSP_15941RAF7,"Chaparral Energy, Inc.","39930Chaparral Energy, Inc.",10102020,Energy,Corporate Debentures,Senior Unsecured,Oil and Gas Extraction (2111), OIL,15941RAF739930,C11Reorg,204.4,0.372308849,0.995131223,0,0.020279747,-0.370493055,1712.836,859,160032500,402497.9167,1,0.000232088,0.004417959,0.001924257,0.001753596,325000,2837,460,8.875
909214BH0,30.04.09,79.00381639,2009,4510,CSP_909214BH0,Unisys Corporation,39933Unisys Corporation,45102010,Information Technology,Corporate Debentures,Senior Unsecured,0, SOFTW,909214BH039933,RiskRating1,451.78397,0.188042208,0.998585706,0.166212245,0.020279747,-0.026458657,2824.1,29000,339160291.2,299634.2042,16.7,0.02120031,0.252552944,0.004189998,0.00354379,300000,319,2241,6.875
909214BJ6,30.04.09,49.98492341,2009,4510,CSP_909214BJ6,Unisys Corporation,39933Unisys Corporation,45102010,Information Technology,Corporate Debentures,Senior Unsecured,0, SOFTW,909214BJ639933,RiskRating1,451.78397,0.188042208,0.998585706,0.166212245,0.013864701,-0.026458657,2824.1,29000,134214424.6,168816.1381,7.4,0.000358349,0.27008511,0.001264371,0.001167993,400000,1264,1329,8
909214BK3,30.04.09,48.16706019,2009,4510,CSP_909214BK3,Unisys Corporation,39933Unisys Corporation,45102010,Information Technology,Corporate Debentures,Senior Unsecured,0, SOFTW,909214BK339933,RiskRating1,451.78397,0.188042208,0.998585706,0.166212245,0.020279747,-0.026458657,2824.1,29000,19875147.78,14789.25292,2.85,0.000122938,0.397328507,0.000677691,0.000663842,150000,2359,1329,8.5
909214BL1,30.04.09,51.47170692,2009,4510,CSP_909214BL1,Unisys Corporation,39933Unisys Corporation,45102010,Information Technology,Corporate Debentures,Senior Unsecured,0, SOFTW,909214BL139933,RiskRating1,451.78397,0.188042208,0.998585706,0.166212245,0.020279747,-0.026458657,2824.1,29000,167566474.2,347040.1121,2.35,0.013173904,0.490027991,0.002024833,0.001407223,210000,2451,511,12.5
29270UAC9,01.05.09,41.66666667,2009,1010,CSP_29270UAC9,Energy XXI Ltd,39934Energy XXI Ltd,10102020,Energy,Corporate Debentures,Senior Unsecured,Oil and Gas Extraction (2111), OIL,29270UAC939934,C11Reorg,57.119,0.648830282,0,0,0.013864701,-0.24251934,766.766,156,3038333.333,2672.5,0.2,5.87268E-05,3.612479475,9.68711E-05,9.68711E-05,150000,457,2045,8.75
853666AB1,06.05.09,91.66729167,2009,2510,CSP_853666AB1,"Standard Motor Products, Inc.","39939Standard Motor Products, Inc.",25101010,Consumer Discretionary,Corporate Convertible,Subordinate,Motor Vehicle Electrical and Electronic Equipment Manufacturing (336320), ELCEQ,853666AB139939,Distressed_exchange1,87.96427,0.337411113,0.001406079,0.100675273,0.035606733,-0.045647741,575.027,3100,8354843.75,10956.22917,1.05,0.126676122,0.129048394,0.011352069,0.010613995,90000,70,3578,6.75
90341WAB4,08.05.09,92.125,2009,2030,CSP_90341WAB4,American Airlines Group Inc.,39941American Airlines Group Inc.,20302010,Industrials,Corporate Convertible,Senior Unsecured,Scheduled Passenger Air Transportation (481111), TRANS,90341WAB439941,RiskRating1,421.80037,0.30128916,0.909159348,0.162877738,0.020279747,-0.171728008,7214,37500,134245000,108622.5,0.15,2.64286E-05,0.010245342,0.000852361,0.000680494,143750,4163,1183,7
911905AC1,08.05.09,86.35959127,2009,2030,CSP_911905AC1,American Airlines Group Inc.,39941American Airlines Group Inc.,20302010,Industrials,Corporate Convertible,Senior Unsecured,Scheduled Passenger Air Transportation (481111), TRANS,911905AC139941,RiskRating1,-434,0.231298979,0.772913386,0.361790549,0.013864701,-0.113952508,8422,29500,311601711.8,716818.4749,3.6,0.009238824,0.029797264,0.012976439,0.01086479,150000,1833,1,7.25
552953AD3,11.05.09,92.3105892,2009,2530,CSP_552953AD3,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953AD339944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.035606733,-0.12126644,23274.716,46000,1997843350,871589.1766,21.4,0.031026903,0.1630689,0.005941857,0.004715297,850000,492,3163,8.5
552953AF8,11.05.09,98.66694369,2009,2530,CSP_552953AF8,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Secured,Casino Hotels (721120),FUN,552953AF839944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.020279747,-0.12126644,23274.716,46000,2449017109,486657.6824,20.95,0.023378168,0.063396378,0.003985341,0.002941015,600000,143,2069,6
552953AG6,11.05.09,65.40570145,2009,2530,CSP_552953AG6,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Secured,Casino Hotels (721120),FUN,552953AG639944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.013864701,-0.12126644,23274.716,46000,268229730,627354.8908,4.4,0.039630263,0.279308205,0.072349379,0.020846299,225000,1753,1907,5.875
552953AL5,11.05.09,70.61572232,2009,2530,CSP_552953AL5,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953AL539944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.035606733,-0.12126644,23274.716,46000,1022639385,534199.11,21.7,0.022318301,0.973874053,0.006398699,0.00421914,550000,1209,1671,6.75
552953AR2,11.05.09,65.26789554,2009,2530,CSP_552953AR2,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953AR239944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.030805728,-0.12126644,23274.716,46000,549752053.3,820526.9171,6.55,0.0003198,0.188652524,0.001689578,0.00156751,373580,2256,1284,6.625
552953AW1,11.05.09,68.11755354,2009,2530,CSP_552953AW1,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953AW139944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.013856276,-0.12126644,23274.716,46000,594333443.9,672485.5187,5.4,0.027185677,0.163849746,0.003445126,0.001898093,500000,1421,1025,6.75
552953BB6,11.05.09,65.76767171,2009,2530,CSP_552953BB6,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953BB639944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.013864701,-0.12126644,23274.716,46000,575000029.5,749789.904,5.9,0.017010343,0.122460576,0.002783759,0.001827703,750000,2806,880,7.625
552953BC4,11.05.09,65.53640165,2009,2530,CSP_552953BC4,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Casino Hotels (721120),FUN,552953BC439944,RiskRating1,3622.90122,0.311749883,0.922192433,0.069819112,0.035606733,-0.12126644,23274.716,46000,324328047.5,684867.8168,6.7,0.000182237,0.165645583,0.000545933,0.00052059,750000,2578,734,7.5
562567AM9,11.05.09,98.85263182,2009,2530,CSP_562567AM9,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Accommodation (721),FUN,562567AM939944,RiskRating1,1286.041,0.283809479,0.993734969,0.012363528,0.013856276,0.081541595,4722.115,29000,1188605350,795844.9546,6.55,0.000509503,0.367057897,0.003639459,0.003166819,250000,81,2009,6.5
562567AP2,11.05.09,72.01229663,2009,2530,CSP_562567AP2,MGM Resorts International,39944MGM Resorts International,25301010,Consumer Discretionary,Corporate Debentures,Senior Unsecured,Accommodation (721),FUN,562567AP239944,RiskRating1,1286.041,0.283809479,0.993734969,0.012363528,0.013864701,0.081541595,4722.115,29000,826454125,973637.0823,1.75,0.006590668,0.009259565,0.005070901,0.004132808,250000,948,1902,6.375
